Record_ID,Date,Day_of_Week,Is_Weekend,Season,Line,Line_Color,Station_Name,Interchange_Station,Zone,Distance_from_Connaught_Place_km,Opening_Year,Number_of_Platforms,Entry_Count,Exit_Count,Total_Footfall,Peak_Hour_Footfall_Pct,Avg_Fare_INR,Majority_Ticket_Type,Parking_Available,Feeder_Bus_Available,Escalator_Count,Elevator_Count,Weather_Condition,Temperature_C,Is_Festival_Day,Delay_Minutes,Security_Incidents
10969,2024-04-21,Sunday,1,Spring,Violet,#92278F,Lajpat Nagar,Yes,South Delhi,7.8,2010,3,11348,11152,22500,27.6,30.9,Smart Card (DMRC Card),Yes,No,8,2,Mild & Cloudy,22.8,0,2.0,0
10970,2024-04-21,Sunday,1,Spring,Violet,#92278F,Lal Quila,No,Central Delhi,3.8,2014,2,4070,4178,8248,26.5,24.2,Smart Card (DMRC Card),Yes,Yes,4,0,Mild & Cloudy,22.8,0,0.1,0
10971,2024-04-21,Sunday,1,Spring,Violet,#92278F,Nehru Place,No,South Delhi,9.9,2010,2,3466,3356,6822,25.0,37.8,NCMC Card (One Delhi),Yes,Yes,4,1,Mild & Cloudy,22.8,0,0.5,0
10972,2024-04-21,Sunday,1,Spring,Violet,#92278F,Okhla,No,South Delhi,13.4,2015,2,2553,2625,5178,25.9,44.1,QR Ticket (Token-less),Yes,No,2,1,Mild & Cloudy,22.8,0,0.0,0
10973,2024-04-21,Sunday,1,Spring,Violet,#92278F,Raja Nahar Singh,No,Faridabad,29.8,2015,2,2539,2531,5070,25.8,60.0,Smart Card (DMRC Card),Yes,No,3,1,Mild & Cloudy,22.8,0,0.6,0
10974,2024-04-21,Sunday,1,Spring,Violet,#92278F,Tughlakabad,No,South Delhi,16.8,2015,2,3356,3318,6674,24.8,48.8,Smart Card (DMRC Card),Yes,No,2,0,Mild & Cloudy,22.8,0,0.8,0
10975,2024-04-21,Sunday,1,Spring,Yellow,#FCC80A,AIIMS,No,South Delhi,7.1,2005,2,4193,4357,8550,18.5,27.8,Smart Card (DMRC Card),Yes,No,2,2,Mild & Cloudy,22.8,0,0.7,0
10976,2024-04-21,Sunday,1,Spring,Yellow,#FCC80A,Azadpur,Yes,North Delhi,11.2,2004,4,10149,10168,20317,26.3,39.0,QR Ticket (Token-less),Yes,Yes,2,2,Mild & Cloudy,22.8,0,0.6,0
10977,2024-04-21,Sunday,1,Spring,Yellow,#FCC80A,Central Secretariat,Yes,Central Delhi,2.6,2005,3,13270,13466,26736,25.3,21.6,NCMC Card (One Delhi),No,Yes,4,2,Mild & Cloudy,22.8,0,0.7,0
10978,2024-04-21,Sunday,1,Spring,Yellow,#FCC80A,Chandni Chowk,No,Central Delhi,4.1,2004,2,5032,4841,9873,15.1,25.8,QR Ticket (Token-less),Yes,Yes,3,1,Mild & Cloudy,22.8,0,0.7,0
10979,2024-04-21,Sunday,1,Spring,Yellow,#FCC80A,Civil Lines,No,North Delhi,5.9,2004,2,4510,4643,9153,16.1,27.3,NCMC Card (One Delhi),Yes,No,2,0,Mild & Cloudy,22.8,0,3.9,0
10980,2024-04-21,Sunday,1,Spring,Yellow,#FCC80A,Hauz Khas,Yes,South Delhi,9.6,2005,4,12849,12535,25384,24.6,33.9,Smart Card (DMRC Card),No,No,8,1,Mild & Cloudy,22.8,0,0.1,0
10981,2024-04-21,Sunday,1,Spring,Yellow,#FCC80A,Huda City Centre,No,Gurugram,27.3,2010,2,2953,2987,5940,16.2,60.0,Smart Card (DMRC Card),No,No,3,2,Mild & Cloudy,22.8,0,0.3,0
10982,2024-04-21,Sunday,1,Spring,Yellow,#FCC80A,INA,Yes,South Delhi,5.8,2005,3,10850,11276,22126,15.9,31.2,Smart Card (DMRC Card),No,Yes,6,2,Mild & Cloudy,22.8,0,1.2,0
10983,2024-04-21,Sunday,1,Spring,Yellow,#FCC80A,Jahangirpuri,No,North Delhi,17.5,2004,2,3063,3155,6218,23.6,43.1,Smart Card (DMRC Card),No,No,3,2,Mild & Cloudy,22.8,0,1.3,0
10984,2024-04-21,Sunday,1,Spring,Yellow,#FCC80A,Malviya Nagar,No,South Delhi,11.4,2005,2,3807,3723,7530,25.5,34.9,Smart Card (DMRC Card),Yes,No,4,0,Mild & Cloudy,22.8,0,1.6,0
10985,2024-04-21,Sunday,1,Spring,Yellow,#FCC80A,New Delhi,Yes,Central Delhi,2.0,2005,4,10444,10831,21275,27.0,21.6,Paper QR Token,Yes,No,2,2,Mild & Cloudy,22.8,0,2.7,0
10986,2024-04-21,Sunday,1,Spring,Yellow,#FCC80A,Qutab Minar,No,South Delhi,14.5,2010,2,3514,3589,7103,18.7,39.1,Smart Card (DMRC Card),Yes,No,4,1,Mild & Cloudy,22.8,0,0.1,0
10987,2024-04-21,Sunday,1,Spring,Yellow,#FCC80A,Rajiv Chowk,Yes,Central Delhi,0.5,2004,4,11074,11232,22306,23.9,19.5,Smart Card (DMRC Card),No,Yes,4,2,Mild & Cloudy,22.8,0,0.7,0
10988,2024-04-21,Sunday,1,Spring,Yellow,#FCC80A,Saket,No,South Delhi,12.8,2010,2,2969,2880,5849,19.7,37.1,Smart Card (DMRC Card),Yes,No,2,0,Mild & Cloudy,22.8,0,3.4,0
10989,2024-04-21,Sunday,1,Spring,Yellow,#FCC80A,Samaypur Badli,No,North Delhi,21.3,2015,2,2692,2803,5495,19.1,51.3,QR Ticket (Token-less),Yes,Yes,4,1,Mild & Cloudy,22.8,0,0.3,0
10990,2024-04-21,Sunday,1,Spring,Yellow,#FCC80A,Vishwavidyalaya,No,North Delhi,6.8,2004,2,3552,3663,7215,20.2,30.4,QR Ticket (Token-less),Yes,No,4,2,Mild & Cloudy,22.8,0,2.6,0
10991,2024-04-22,Monday,0,Spring,Airport Express,#F58220,Delhi Aerocity,No,South West Delhi,13.2,2011,2,4836,5029,9865,33.4,38.6,Smart Card (DMRC Card),No,Yes,2,0,Clear,29.4,0,1.2,0
10992,2024-04-22,Monday,0,Spring,Airport Express,#F58220,Dhaula Kuan,No,South West Delhi,9.7,2011,2,6047,5998,12045,42.0,33.5,Smart Card (DMRC Card),No,Yes,3,2,Clear,29.4,0,0.7,1
10993,2024-04-22,Monday,0,Spring,Airport Express,#F58220,IGI Airport,No,South West Delhi,16.5,2011,2,5465,5365,10830,30.1,52.4,Paper QR Token,Yes,No,4,2,Clear,29.4,0,0.3,0
10994,2024-04-22,Monday,0,Spring,Airport Express,#F58220,New Delhi,Yes,Central Delhi,2.0,2011,4,18847,19007,37854,30.5,20.6,QR Ticket (Token-less),No,Yes,4,1,Clear,29.4,0,0.6,0
10995,2024-04-22,Monday,0,Spring,Airport Express,#F58220,Shivaji Stadium,No,Central Delhi,2.9,2011,2,7206,7333,14539,33.1,25.1,NCMC Card (One Delhi),Yes,No,3,2,Clear,29.4,0,0.2,0
10996,2024-04-22,Monday,0,Spring,Blue,#00509E,Akshardham,No,East Delhi,8.2,2009,2,6294,6074,12368,31.8,35.0,Smart Card (DMRC Card),Yes,No,4,1,Clear,29.4,0,2.7,1
10997,2024-04-22,Monday,0,Spring,Blue,#00509E,Botanical Garden,Yes,Noida,17.2,2009,3,15309,15127,30436,31.1,52.7,Smart Card (DMRC Card),No,No,6,1,Clear,29.4,0,3.1,0
10998,2024-04-22,Monday,0,Spring,Blue,#00509E,Dwarka Mor,No,West Delhi,20.1,2005,2,5716,5747,11463,40.9,49.6,NCMC Card (One Delhi),No,Yes,4,1,Clear,29.4,0,2.7,0
10999,2024-04-22,Monday,0,Spring,Blue,#00509E,Dwarka Sector 21,Yes,West Delhi,24.6,2010,3,17733,18246,35979,31.3,60.0,NCMC Card (One Delhi),No,Yes,4,1,Clear,29.4,0,2.1,0
11000,2024-04-22,Monday,0,Spring,Blue,#00509E,Indraprastha,No,East Delhi,4.7,2005,2,5837,6032,11869,28.0,27.1,NCMC Card (One Delhi),Yes,Yes,4,0,Clear,29.4,0,0.4,0
11001,2024-04-22,Monday,0,Spring,Blue,#00509E,Janakpuri West,Yes,West Delhi,16.4,2005,4,15096,15589,30685,36.2,51.4,Smart Card (DMRC Card),No,Yes,4,1,Clear,29.4,0,0.8,0
11002,2024-04-22,Monday,0,Spring,Blue,#00509E,Karol Bagh,No,Central Delhi,6.1,2005,2,5765,5746,11511,30.2,25.9,Paper QR Token,Yes,Yes,2,0,Clear,29.4,0,1.5,0
11003,2024-04-22,Monday,0,Spring,Blue,#00509E,Kirti Nagar,Yes,West Delhi,10.7,2005,3,16441,16807,33248,39.9,35.1,QR Ticket (Token-less),Yes,No,2,2,Clear,29.4,0,2.8,0
11004,2024-04-22,Monday,0,Spring,Blue,#00509E,Mandi House,Yes,Central Delhi,2.3,2005,3,18812,19416,38228,38.0,23.1,Smart Card (DMRC Card),No,Yes,6,1,Clear,29.4,0,1.0,0
11005,2024-04-22,Monday,0,Spring,Blue,#00509E,Mayur Vihar-I,Yes,East Delhi,10.6,2009,3,19332,19792,39124,42.6,35.5,Paper QR Token,No,Yes,6,2,Clear,29.4,0,1.0,0
11006,2024-04-22,Monday,0,Spring,Blue,#00509E,Noida Sector 18,No,Noida,19.8,2009,2,4609,4552,9161,39.6,47.6,QR Ticket (Token-less),Yes,No,3,1,Clear,29.4,0,0.4,0
11007,2024-04-22,Monday,0,Spring,Blue,#00509E,Rajendra Place,No,Central Delhi,7.4,2005,2,7045,7064,14109,33.5,28.4,Smart Card (DMRC Card),Yes,No,4,2,Clear,29.4,0,1.8,0
11008,2024-04-22,Monday,0,Spring,Blue,#00509E,Rajiv Chowk,Yes,Central Delhi,0.5,2005,4,19771,19851,39622,37.7,17.2,NCMC Card (One Delhi),No,Yes,2,1,Clear,29.4,0,0.2,1
11009,2024-04-22,Monday,0,Spring,Blue,#00509E,Rajouri Garden,Yes,West Delhi,12.9,2005,3,13499,13686,27185,32.5,38.6,NCMC Card (One Delhi),Yes,No,6,1,Clear,29.4,0,1.3,0
11010,2024-04-22,Monday,0,Spring,Blue,#00509E,Vaishali,No,Ghaziabad,15.9,2009,2,5760,5607,11367,32.9,45.9,Paper QR Token,No,No,3,1,Clear,29.4,0,0.4,0
11011,2024-04-22,Monday,0,Spring,Blue,#00509E,Yamuna Bank,Yes,East Delhi,6.3,2005,3,17558,17684,35242,36.9,27.7,NCMC Card (One Delhi),No,Yes,6,2,Clear,29.4,0,1.3,0
11012,2024-04-22,Monday,0,Spring,Green,#00A651,Ashok Park Main,No,West Delhi,9.8,2010,2,5780,5662,11442,32.7,39.9,Paper QR Token,No,No,3,2,Clear,29.4,0,0.2,0
11013,2024-04-22,Monday,0,Spring,Green,#00A651,Bahadurgarh City,No,Haryana,29.1,2018,2,5096,4929,10025,44.5,60.0,Smart Card (DMRC Card),No,Yes,3,1,Clear,29.4,0,1.1,0
11014,2024-04-22,Monday,0,Spring,Green,#00A651,Mundka,No,West Delhi,22.4,2010,2,4905,5030,9935,43.8,56.2,NCMC Card (One Delhi),Yes,Yes,3,2,Clear,29.4,0,2.0,0
11015,2024-04-22,Monday,0,Spring,Green,#00A651,Nangloi,No,West Delhi,17.6,2010,2,4718,4852,9570,35.4,44.6,QR Ticket (Token-less),Yes,Yes,2,0,Clear,29.4,0,2.4,0
11016,2024-04-22,Monday,0,Spring,Green,#00A651,Peeragarhi,No,West Delhi,14.2,2010,2,6113,5877,11990,30.2,39.5,QR Ticket (Token-less),No,Yes,3,2,Clear,29.4,0,,0
11017,2024-04-22,Monday,0,Spring,Green,#00A651,Punjabi Bagh,No,West Delhi,11.5,2010,2,5738,5821,11559,38.4,41.7,QR Ticket (Token-less),No,No,2,1,Clear,29.4,0,0.1,0
11018,2024-04-22,Monday,0,Spring,Grey,#808080,Dwarka,No,West Delhi,22.8,2019,2,4460,4618,9078,34.2,54.3,QR Ticket (Token-less),Yes,Yes,3,1,Clear,29.4,0,0.3,0
11019,2024-04-22,Monday,0,Spring,Grey,#808080,Najafgarh,No,South West Delhi,27.4,2019,2,5769,5640,11409,40.5,60.0,QR Ticket (Token-less),Yes,Yes,3,0,Clear,29.4,0,0.9,0
11020,2024-04-22,Monday,0,Spring,Magenta,#C6007E,Botanical Garden,Yes,Noida,17.2,2018,3,17288,17050,34338,43.3,46.2,QR Ticket (Token-less),Yes,Yes,4,2,Clear,29.4,0,0.7,0
11021,2024-04-22,Monday,0,Spring,Magenta,#C6007E,Greater Kailash,No,South Delhi,8.9,2018,2,4911,5067,9978,42.1,31.8,QR Ticket (Token-less),Yes,Yes,2,2,Clear,29.4,0,0.1,0
11022,2024-04-22,Monday,0,Spring,Magenta,#C6007E,Hauz Khas,Yes,South Delhi,9.6,2017,4,19849,19559,39408,37.0,36.1,Smart Card (DMRC Card),No,Yes,2,1,Clear,29.4,0,1.8,0
11023,2024-04-22,Monday,0,Spring,Magenta,#C6007E,IIT Delhi,No,South Delhi,8.6,2017,2,6278,6182,12460,35.7,35.9,Paper QR Token,No,Yes,3,2,Clear,29.4,0,0.0,0
11024,2024-04-22,Monday,0,Spring,Magenta,#C6007E,Janakpuri West,Yes,West Delhi,16.4,2018,3,17849,18007,35856,41.5,52.7,Smart Card (DMRC Card),No,Yes,6,2,Clear,29.4,0,2.0,0
11025,2024-04-22,Monday,0,Spring,Magenta,#C6007E,Jasola Vihar Shaheen Bagh,No,South Delhi,13.6,2018,2,4387,4550,8937,37.0,42.8,NCMC Card (One Delhi),Yes,Yes,2,1,Clear,29.4,0,3.0,0
11026,2024-04-22,Monday,0,Spring,Magenta,#C6007E,Kalindi Kunj,No,South Delhi,14.9,2018,2,6766,6721,13487,43.5,47.1,Smart Card (DMRC Card),No,Yes,3,2,Clear,29.4,0,0.9,0
11027,2024-04-22,Monday,0,Spring,Magenta,#C6007E,Kalkaji Mandir,Yes,South Delhi,10.6,2018,4,17790,18418,36208,30.5,35.9,Smart Card (DMRC Card),Yes,Yes,6,1,Clear,29.4,0,0.5,0
11028,2024-04-22,Monday,0,Spring,Magenta,#C6007E,Munirka,No,South Delhi,10.3,2017,2,6042,5809,11851,42.7,35.0,Smart Card (DMRC Card),No,Yes,4,1,Clear,29.4,0,4.8,1
11029,2024-04-22,Monday,0,Spring,Magenta,#C6007E,Palam,No,South West Delhi,19.2,2018,2,5921,5936,11857,40.5,47.5,QR Ticket (Token-less),Yes,No,4,1,Clear,29.4,0,3.3,0
11030,2024-04-22,Monday,0,Spring,Magenta,#C6007E,Palam,No,South West Delhi,19.2,2018,2,5921,5936,11857,40.5,47.5,QR Ticket (Token-less),Yes,No,4,1,Clear,29.4,0,3.3,0
11031,2024-04-22,Monday,0,Spring,Magenta,#C6007E,R K Puram,No,South Delhi,9.4,2017,2,5479,5380,10859,30.9,34.6,QR Ticket (Token-less),Yes,No,2,1,Clear,29.4,0,3.1,0
11032,2024-04-22,Monday,0,Spring,Magenta,#C6007E,Sukhdev Vihar,No,South Delhi,11.8,2018,2,5628,5659,11287,41.2,43.3,QR Ticket (Token-less),Yes,No,2,0,Clear,29.4,0,2.4,0
11033,2024-04-22,Monday,0,Spring,Magenta,#C6007E,Terminal 1 IGI Airport,No,South West Delhi,15.7,2018,2,6488,6525,13013,28.0,48.6,QR Ticket (Token-less),Yes,Yes,3,2,Clear,29.4,0,0.0,0
11034,2024-04-22,Monday,0,Spring,Magenta,#C6007E,Vasant Vihar,No,South West Delhi,11.9,2017,2,5959,5890,11849,42.0,41.7,Smart Card (DMRC Card),No,No,4,1,Clear,29.4,0,0.6,0
11035,2024-04-22,Monday,0,Spring,Pink,#EC008C,Anand Vihar,No,East Delhi,12.3,2018,2,6121,6278,12399,30.9,36.5,Smart Card (DMRC Card),No,Yes,3,1,Clear,29.4,0,3.9,0
11036,2024-04-22,Monday,0,Spring,Pink,#EC008C,Delhi Cantt,No,South West Delhi,15.5,2018,2,6415,6440,12855,28.5,48.0,Smart Card (DMRC Card),Yes,Yes,4,2,Clear,29.4,0,2.0,0
11037,2024-04-22,Monday,0,Spring,Pink,#EC008C,Hazrat Nizamuddin,No,South Delhi,6.5,2018,2,7535,7446,14981,40.3,31.5,QR Ticket (Token-less),No,No,4,1,Clear,29.4,0,2.1,0
11038,2024-04-22,Monday,0,Spring,Pink,#EC008C,Karkarduma,Yes,East Delhi,11.1,2018,4,16990,17123,34113,30.2,39.3,QR Ticket (Token-less),Yes,No,8,2,Clear,29.4,0,2.7,0
11039,2024-04-22,Monday,0,Spring,Pink,#EC008C,Lajpat Nagar,Yes,South Delhi,7.8,2018,4,18420,18735,37155,28.7,36.1,Paper QR Token,No,Yes,8,2,Clear,29.4,0,0.9,0
11040,2024-04-22,Monday,0,Spring,Pink,#EC008C,Majlis Park,No,North Delhi,15.1,2018,2,4540,4579,9119,36.4,52.6,Paper QR Token,Yes,No,3,0,Clear,29.4,0,0.4,0
11041,2024-04-22,Monday,0,Spring,Pink,#EC008C,Maujpur-Babarpur,No,East Delhi,11.7,2018,2,5608,5478,11086,39.3,40.2,Smart Card (DMRC Card),No,Yes,2,1,Clear,29.4,0,1.3,0
11042,2024-04-22,Monday,0,Spring,Pink,#EC008C,Mayur Vihar-I,Yes,East Delhi,10.6,2018,4,22399,23206,45605,39.2,41.6,Paper QR Token,No,No,6,1,Clear,29.4,0,0.8,0
11043,2024-04-22,Monday,0,Spring,Pink,#EC008C,Netaji Subhash Place,Yes,North Delhi,12.1,2018,3,18397,18732,37129,31.6,39.8,QR Ticket (Token-less),Yes,Yes,4,1,Clear,29.4,0,0.4,0
11044,2024-04-22,Monday,0,Spring,Pink,#EC008C,Rajouri Garden,Yes,West Delhi,12.9,2018,3,17697,17339,35036,42.3,40.0,Smart Card (DMRC Card),No,No,6,1,Clear,29.4,0,0.5,0
11045,2024-04-22,Monday,0,Spring,Pink,#EC008C,Sarojini Nagar,No,South Delhi,8.4,2018,2,5890,5767,11657,35.1,31.3,Smart Card (DMRC Card),No,No,2,1,Clear,29.4,0,0.3,0
11046,2024-04-22,Monday,0,Spring,Pink,#EC008C,Shalimar Bagh,No,North Delhi,13.6,2018,2,5542,5534,11076,41.3,46.9,Smart Card (DMRC Card),No,Yes,4,1,Clear,29.4,0,1.5,0
11047,2024-04-22,Monday,0,Spring,Pink,#EC008C,Shiv Vihar,No,East Delhi,16.4,2019,2,4349,4439,8788,44.0,49.1,QR Ticket (Token-less),No,No,3,0,Clear,29.4,0,1.2,0
11048,2024-04-22,Monday,0,Spring,Pink,#EC008C,South Extension,No,South Delhi,7.9,2018,2,6617,6793,13410,40.7,28.5,Smart Card (DMRC Card),No,Yes,3,2,Clear,29.4,0,0.1,0
11049,2024-04-22,Monday,0,Spring,Pink,#EC008C,Welcome,Yes,East Delhi,9.4,2018,3,15137,15269,30406,41.5,32.2,QR Ticket (Token-less),No,Yes,4,1,Clear,29.4,0,0.0,0
11050,2024-04-22,Monday,0,Spring,Red,#EE1B24,Dilshad Garden,No,East Delhi,16.9,2008,2,5307,5326,10633,37.4,49.6,QR Ticket (Token-less),No,Yes,4,2,Clear,29.4,0,0.3,0
11051,2024-04-22,Monday,0,Spring,Red,#EE1B24,Inderlok,Yes,North Delhi,8.7,2004,3,19254,19098,38352,35.9,32.5,Smart Card (DMRC Card),Yes,Yes,2,2,Clear,29.4,0,0.6,0
11052,2024-04-22,Monday,0,Spring,Red,#EE1B24,Kashmere Gate,Yes,North Delhi,5.2,2004,4,19571,18954,38525,39.6,26.5,QR Ticket (Token-less),No,No,4,2,Clear,29.4,0,2.2,0
11053,2024-04-22,Monday,0,Spring,Red,#EE1B24,Kohat Enclave,No,North Delhi,11.0,2004,2,5144,5219,10363,32.7,33.3,Smart Card (DMRC Card),Yes,No,2,2,Clear,29.4,0,0.9,0
11054,2024-04-22,Monday,0,Spring,Red,#EE1B24,Netaji Subhash Place,Yes,North Delhi,12.1,2008,4,18591,19000,37591,31.1,40.3,Smart Card (DMRC Card),Yes,Yes,8,1,Clear,29.4,0,0.4,0
11055,2024-04-22,Monday,0,Spring,Red,#EE1B24,Pitampura,No,North Delhi,13.8,2008,2,6002,5922,11924,40.6,42.7,Smart Card (DMRC Card),No,Yes,2,2,Clear,29.4,0,,0
11056,2024-04-22,Monday,0,Spring,Red,#EE1B24,Rithala,No,North Delhi,18.5,2008,2,5625,5518,11143,41.2,59.3,NCMC Card (One Delhi),Yes,No,3,0,Clear,29.4,0,0.8,0
11057,2024-04-22,Monday,0,Spring,Red,#EE1B24,Rohini West,No,North Delhi,16.2,2008,2,5846,5724,11570,37.2,46.3,Smart Card (DMRC Card),Yes,No,4,2,Clear,29.4,0,,0
11058,2024-04-22,Monday,0,Spring,Red,#EE1B24,Seelampur,No,East Delhi,10.4,2004,2,6257,6068,12325,37.3,36.7,Paper QR Token,Yes,Yes,4,1,Clear,29.4,0,0.5,0
11059,2024-04-22,Monday,0,Spring,Red,#EE1B24,Shahdara,No,East Delhi,12.6,2004,2,5710,5824,11534,34.6,40.0,Smart Card (DMRC Card),No,No,3,1,Clear,29.4,0,1.0,0
11060,2024-04-22,Monday,0,Spring,Red,#EE1B24,Shastri Park,No,East Delhi,8.9,2004,2,5248,5159,10407,32.0,31.5,Smart Card (DMRC Card),No,No,2,0,Clear,29.4,0,1.3,0
11061,2024-04-22,Monday,0,Spring,Violet,#92278F,Badarpur Border,No,South Delhi,18.9,2015,2,4701,4586,9287,29.6,56.8,NCMC Card (One Delhi),Yes,Yes,3,0,Clear,29.4,0,0.3,0
11062,2024-04-22,Monday,0,Spring,Violet,#92278F,Faridabad Old,No,Faridabad,24.7,2015,2,5150,5049,10199,41.8,60.0,QR Ticket (Token-less),Yes,Yes,3,1,Clear,29.4,0,3.3,0
11063,2024-04-22,Monday,0,Spring,Violet,#92278F,Govind Puri,No,South Delhi,12.1,2010,2,5050,4886,9936,42.2,42.9,Smart Card (DMRC Card),Yes,No,2,2,Clear,29.4,0,1.0,0
11064,2024-04-22,Monday,0,Spring,Violet,#92278F,ITO,No,Central Delhi,3.1,2014,2,6051,5881,11932,40.9,23.6,Smart Card (DMRC Card),Yes,Yes,2,1,Clear,29.4,0,2.7,0
11065,2024-04-22,Monday,0,Spring,Violet,#92278F,Jama Masjid,No,Central Delhi,4.2,2014,2,7395,7605,15000,41.9,25.0,Paper QR Token,No,Yes,3,1,Clear,29.4,0,0.6,0
11066,2024-04-22,Monday,0,Spring,Violet,#92278F,Kalkaji Mandir,Yes,South Delhi,10.6,2010,4,20009,19485,39494,43.2,36.9,Smart Card (DMRC Card),No,Yes,6,1,Clear,29.4,0,1.9,0
11067,2024-04-22,Monday,0,Spring,Violet,#92278F,Khan Market,No,Central Delhi,3.9,2010,2,7405,7628,15033,44.6,21.7,Smart Card (DMRC Card),No,No,4,0,Clear,29.4,0,1.1,0
11068,2024-04-22,Monday,0,Spring,Violet,#92278F,Lajpat Nagar,Yes,South Delhi,7.8,2010,4,17691,17355,35046,28.0,32.9,QR Ticket (Token-less),Yes,No,4,2,Clear,29.4,0,0.4,0
11069,2024-04-22,Monday,0,Spring,Violet,#92278F,Lal Quila,No,Central Delhi,3.8,2014,2,6225,5996,12221,34.7,25.1,Smart Card (DMRC Card),No,No,4,0,Clear,29.4,0,1.1,0
11070,2024-04-22,Monday,0,Spring,Violet,#92278F,Nehru Place,No,South Delhi,9.9,2010,2,5369,5405,10774,32.6,38.0,Smart Card (DMRC Card),No,Yes,2,2,Clear,29.4,0,0.2,0
11071,2024-04-22,Monday,0,Spring,Violet,#92278F,Okhla,No,South Delhi,13.4,2015,2,6132,6334,12466,33.6,37.9,QR Ticket (Token-less),Yes,No,3,2,Clear,29.4,0,5.6,0
11072,2024-04-22,Monday,0,Spring,Violet,#92278F,Raja Nahar Singh,No,Faridabad,29.8,2015,2,4500,4422,8922,44.1,60.0,Smart Card (DMRC Card),Yes,Yes,2,0,Clear,29.4,0,1.8,0
11073,2024-04-22,Monday,0,Spring,Violet,#92278F,Tughlakabad,No,South Delhi,16.8,2015,2,5787,5799,11586,40.6,52.3,Smart Card (DMRC Card),No,No,4,2,Clear,29.4,0,1.5,0
11074,2024-04-22,Monday,0,Spring,Yellow,#FCC80A,AIIMS,No,South Delhi,7.1,2005,2,6554,6652,13206,36.5,27.7,QR Ticket (Token-less),Yes,Yes,4,0,Clear,29.4,0,2.7,0
11075,2024-04-22,Monday,0,Spring,Yellow,#FCC80A,Azadpur,Yes,North Delhi,11.2,2004,3,17026,16524,33550,31.2,39.4,QR Ticket (Token-less),No,Yes,6,2,Clear,29.4,0,0.1,1
11076,2024-04-22,Monday,0,Spring,Yellow,#FCC80A,Central Secretariat,Yes,Central Delhi,2.6,2005,3,17959,18651,36610,39.9,23.5,Smart Card (DMRC Card),No,Yes,8,1,Clear,29.4,0,0.6,0
11077,2024-04-22,Monday,0,Spring,Yellow,#FCC80A,Chandni Chowk,No,Central Delhi,4.1,2004,2,6954,6960,13914,32.4,24.6,Paper QR Token,No,Yes,4,1,Clear,29.4,0,1.2,0
11078,2024-04-22,Monday,0,Spring,Yellow,#FCC80A,Civil Lines,No,North Delhi,5.9,2004,2,6239,6256,12495,41.6,31.5,Smart Card (DMRC Card),Yes,Yes,2,1,Clear,29.4,0,0.3,0
11079,2024-04-22,Monday,0,Spring,Yellow,#FCC80A,Hauz Khas,Yes,South Delhi,9.6,2005,4,19313,19878,39191,38.6,37.0,Paper QR Token,No,Yes,4,1,Clear,29.4,0,1.6,0
11080,2024-04-22,Monday,0,Spring,Yellow,#FCC80A,Huda City Centre,No,Gurugram,27.3,2010,2,4081,4065,8146,31.2,60.0,QR Ticket (Token-less),No,Yes,4,1,Clear,29.4,0,0.7,0
11081,2024-04-22,Monday,0,Spring,Yellow,#FCC80A,INA,Yes,South Delhi,5.8,2005,4,18969,18711,37680,32.6,29.8,QR Ticket (Token-less),No,No,2,1,Clear,29.4,0,1.2,0
11082,2024-04-22,Monday,0,Spring,Yellow,#FCC80A,Jahangirpuri,No,North Delhi,17.5,2004,2,4795,4980,9775,39.5,53.2,NCMC Card (One Delhi),No,No,4,1,Clear,29.4,0,1.1,0
11083,2024-04-22,Monday,0,Spring,Yellow,#FCC80A,Malviya Nagar,No,South Delhi,11.4,2005,2,5595,5808,11403,41.1,34.6,QR Ticket (Token-less),Yes,No,2,0,Clear,29.4,0,0.0,1
11084,2024-04-22,Monday,0,Spring,Yellow,#FCC80A,New Delhi,Yes,Central Delhi,2.0,2005,3,22842,22284,45126,42.1,20.8,Smart Card (DMRC Card),No,No,8,2,Clear,29.4,0,0.7,0
11085,2024-04-22,Monday,0,Spring,Yellow,#FCC80A,Qutab Minar,No,South Delhi,14.5,2010,2,5157,5186,10343,39.2,43.1,Paper QR Token,No,No,3,2,Clear,29.4,0,0.6,0
11086,2024-04-22,Monday,0,Spring,Yellow,#FCC80A,Rajiv Chowk,Yes,Central Delhi,0.5,2004,4,21354,20759,42113,41.5,19.2,QR Ticket (Token-less),Yes,No,8,1,Clear,29.4,0,0.9,0
11087,2024-04-22,Monday,0,Spring,Yellow,#FCC80A,Saket,No,South Delhi,12.8,2010,2,6666,6658,13324,33.2,37.8,Paper QR Token,Yes,Yes,4,0,Clear,29.4,0,0.1,0
11088,2024-04-22,Monday,0,Spring,Yellow,#FCC80A,Samaypur Badli,No,North Delhi,21.3,2015,2,4443,4380,8823,32.8,60.0,QR Ticket (Token-less),Yes,No,4,2,Clear,29.4,0,2.0,0
11089,2024-04-22,Monday,0,Spring,Yellow,#FCC80A,Vishwavidyalaya,No,North Delhi,6.8,2004,2,6635,6446,13081,33.2,26.7,Smart Card (DMRC Card),Yes,Yes,4,0,Clear,29.4,0,0.4,0
11090,2024-04-23,Tuesday,0,Spring,Airport Express,#F58220,Delhi Aerocity,No,South West Delhi,13.2,2011,2,6751,6810,13561,36.0,37.9,Paper QR Token,Yes,No,2,1,Clear,24.4,0,5.4,0
